,Year,Age,Value
23376,2009,43965,0.010021944
23377,2010,<5,0.096293716
23378,2010,>70,6.480856721
23379,2010,50-69,5.01866774
23380,2010,43965,0.009535689
23381,2011,<5,0.092337278
23382,2011,>70,5.994860846
23383,2011,50-69,4.858299563
23384,2011,43965,0.009121738
23385,2012,<5,0.092375983
23386,2012,>70,6.213959248
23387,2012,50-69,5.20489549
23388,2012,43965,0.009385714
23389,2013,<5,0.089413697
23390,2013,>70,6.750812356
23391,2013,50-69,5.535849597
23392,2013,43965,0.009313936
23393,2014,<5,0.087430709
23394,2014,>70,7.323627236
23395,2014,50-69,6.042199844
23396,2014,43965,0.009500318
23397,2015,<5,0.082999016
23398,2015,>70,7.365316758
23399,2015,50-69,6.147340574
23400,2015,43965,0.00931746
23401,2016,<5,0.079444887
23402,2016,>70,7.795410886
23403,2016,50-69,6.387809752
23404,2016,43965,0.009228389
23405,2017,<5,0.076145303
23406,2017,>70,7.838359009
23407,2017,50-69,6.371473523
23408,2017,43965,0.00903877
23409,1990,<5,8452.231645
23410,1990,>70,15419.20571
23411,1990,50-69,11915.47128
23412,1990,43965,320.1113014
23413,1991,<5,7590.793866
23414,1991,>70,15040.14508
23415,1991,50-69,11582.58154
23416,1991,43965,299.6052303
23417,1992,<5,6690.433268
23418,1992,>70,15091.06701
23419,1992,50-69,11524.24862
23420,1992,43965,271.3650212
23421,1993,<5,5873.042402
23422,1993,>70,15326.29683
23423,1993,50-69,11462.23267
23424,1993,43965,248.2348412
23425,1994,<5,5160.475792
23426,1994,>70,14939.71361
23427,1994,50-69,11001.10716
23428,1994,43965,228.2119873
23429,1995,<5,4592.82538
23430,1995,>70,14285.49371
23431,1995,50-69,10479.47725
23432,1995,43965,207.6604691
23433,1996,<5,4039.884774
23434,1996,>70,13758.30602
23435,1996,50-69,10095.63706
23436,1996,43965,187.0984442
23437,1997,<5,3565.511809
23438,1997,>70,13211.50468
23439,1997,50-69,9636.06137
23440,1997,43965,167.5559201
23441,1998,<5,3151.0866
23442,1998,>70,12986.98398
23443,1998,50-69,9332.94957
23444,1998,43965,152.9119833
23445,1999,<5,2794.465787
23446,1999,>70,12588.45506
23447,1999,50-69,8956.655804
23448,1999,43965,138.883121
23449,2000,<5,2474.325494
23450,2000,>70,12264.66784
23451,2000,50-69,8601.017577
23452,2000,43965,127.2686976
23453,2001,<5,2239.281733
23454,2001,>70,12195.42062
23455,2001,50-69,8368.944251
23456,2001,43965,119.6322934
23457,2002,<5,1989.103674
23458,2002,>70,12141.55969
23459,2002,50-69,8149.865812
23460,2002,43965,113.6464103
23461,2003,<5,1758.584813
23462,2003,>70,12059.21205
23463,2003,50-69,7974.228746
23464,2003,43965,106.8626652
23465,2004,<5,1555.707466
23466,2004,>70,11788.4354
23467,2004,50-69,7761.397263
23468,2004,43965,99.66824603
23469,2005,<5,1362.905247
23470,2005,>70,11162.78096
23471,2005,50-69,7299.221565
23472,2005,43965,90.58079239
23473,2006,<5,1193.770175
23474,2006,>70,10887.66112
23475,2006,50-69,7039.959737
23476,2006,43965,84.50018305
23477,2007,<5,1034.189049
23478,2007,>70,10556.43846
23479,2007,50-69,6738.68193
23480,2007,43965,77.2897575
23481,2008,<5,887.0650843
23482,2008,>70,10197.84349
23483,2008,50-69,6450.170798
23484,2008,43965,70.47442809
23485,2009,<5,762.2233251
23486,2009,>70,9914.101152
23487,2009,50-69,6164.322633
23488,2009,43965,63.61816858
23489,2010,<5,638.2209425
23490,2010,>70,9587.197607
23491,2010,50-69,5831.505189
23492,2010,43965,55.84257696
23493,2011,<5,549.5346477
23494,2011,>70,9340.896067
23495,2011,50-69,5595.138497
23496,2011,43965,49.75191718
23497,2012,<5,465.7351635
23498,2012,>70,8959.467162
23499,2012,50-69,5328.775865
23500,2012,43965,42.87498805
23501,2013,<5,399.7245701
23502,2013,>70,8695.960051
23503,2013,50-69,5101.468626
23504,2013,43965,38.04138191
23505,2014,<5,333.0528787
23506,2014,>70,8314.046696
23507,2014,50-69,4830.908643
23508,2014,43965,33.15069257
23509,2015,<5,274.4894262
23510,2015,>70,8096.853917
23511,2015,50-69,4663.645171
23512,2015,43965,28.59422122
23513,2016,<5,231.0290363
23514,2016,>70,7907.203731
23515,2016,50-69,4581.733662
23516,2016,43965,26.39700789
23517,2017,<5,199.6682134
23518,2017,>70,7678.953148
23519,2017,50-69,4456.575275
23520,2017,43965,24.06665534
23521,1990,<5,91.42362994
23522,1990,>70,408.4552369
23523,1990,50-69,256.7608164
23524,1990,43965,4.684204164
23525,1991,<5,72.46174157
23526,1991,>70,380.1102828
23527,1991,50-69,239.1890906
23528,1991,43965,4.062124145
23529,1992,<5,56.70784298
23530,1992,>70,355.7542732
23531,1992,50-69,224.7156663
23532,1992,43965,3.468754894
23533,1993,<5,44.4681977
23534,1993,>70,332.9858931
23535,1993,50-69,208.7518504
23536,1993,43965,3.039976082
23537,1994,<5,34.20484357
23538,1994,>70,307.8347698
23539,1994,50-69,192.6034415
23540,1994,43965,2.674575028
23541,1995,<5,25.80027917
23542,1995,>70,286.2626894
23543,1995,50-69,178.4501763
23544,1995,43965,2.238224838
23545,1996,<5,19.10873794
23546,1996,>70,257.1795055
23547,1996,50-69,157.5958091
23548,1996,43965,1.801177563
23549,1997,<5,14.15577445
23550,1997,>70,244.740994
23551,1997,50-69,141.428104
23552,1997,43965,1.245364958
23553,1998,<5,10.32774113
23554,1998,>70,219.7703941
23555,1998,50-69,124.7610541
23556,1998,43965,0.972862738
23557,1999,<5,8.09658305
23558,1999,>70,194.7133636
23559,1999,50-69,108.6396104
23560,1999,43965,0.811899013
23561,2000,<5,6.325151385
23562,2000,>70,167.5653924
23563,2000,50-69,92.38993783
23564,2000,43965,0.688776017
23565,2001,<5,4.943047014
23566,2001,>70,143.9610499
23567,2001,50-69,77.72431227
23568,2001,43965,0.56430258
23569,2002,<5,3.846032327
23570,2002,>70,125.326796
23571,2002,50-69,66.00815738
23572,2002,43965,0.457419087
23573,2003,<5,2.990652084
23574,2003,>70,106.5370265
23575,2003,50-69,55.23635222
23576,2003,43965,0.380588522
23577,2004,<5,2.178412529
23578,2004,>70,88.75482358
23579,2004,50-69,44.74877488
23580,2004,43965,0.284188399
23581,2005,<5,1.65449854
23582,2005,>70,74.96720076
23583,2005,50-69,36.71907484
23584,2005,43965,0.216872696
23585,2006,<5,1.269678996
23586,2006,>70,61.77348595
23587,2006,50-69,29.83460359
23588,2006,43965,0.165607618
23589,2007,<5,1.009634479
23590,2007,>70,52.75441371
23591,2007,50-69,25.09185423
23592,2007,43965,0.131190403
23593,2008,<5,0.800082733
23594,2008,>70,44.54284441
23595,2008,50-69,21.01310055
23596,2008,43965,0.103074977
23597,2009,<5,0.654498682
23598,2009,>70,38.48085084
23599,2009,50-69,18.09474221
23600,2009,43965,0.083569093
23601,2010,<5,0.543152201
23602,2010,>70,32.97264267
23603,2010,50-69,15.50673373
23604,2010,43965,0.06866376
23605,2011,<5,0.439586854
23606,2011,>70,29.33298124
23607,2011,50-69,13.79718737
23608,2011,43965,0.056531618
23609,2012,<5,0.337346914
23610,2012,>70,26.22815812
23611,2012,50-69,12.32662335
23612,2012,43965,0.04488497
23613,2013,<5,0.257919639
23614,2013,>70,22.33758827
23615,2013,50-69,10.51124645
23616,2013,43965,0.03546004
23617,2014,<5,0.201604308
23618,2014,>70,19.93355862
23619,2014,50-69,9.394134578
23620,2014,43965,0.02909518
23621,2015,<5,0.150219127
23622,2015,>70,17.35999882
23623,2015,50-69,8.206765492
23624,2015,43965,0.023385617
23625,2016,<5,0.109440347
23626,2016,>70,14.76995309
23627,2016,50-69,6.999463666
23628,2016,43965,0.018663824
23629,2017,<5,0.083991491
23630,2017,>70,13.37122692
23631,2017,50-69,6.342763766
23632,2017,43965,0.015387449
23633,1990,<5,2044.454956
23634,1990,>70,3081.086577
23635,1990,50-69,3371.203325
23636,1990,43965,58.50374474
23637,1991,<5,1707.697641
23638,1991,>70,2886.294971
23639,1991,50-69,3216.885496
23640,1991,43965,51.086306
23641,1992,<5,1450.431163
23642,1992,>70,2691.337009
23643,1992,50-69,3046.404833
23644,1992,43965,44.85786725
23645,1993,<5,1239.643664
23646,1993,>70,2521.611244
23647,1993,50-69,2867.988921
23648,1993,43965,39.03880637
23649,1994,<5,1102.882442
23650,1994,>70,2432.878216
23651,1994,50-69,2736.318126
23652,1994,43965,35.00407104
23653,1995,<5,983.067618
23654,1995,>70,2296.607121
23655,1995,50-69,2556.217811
23656,1995,43965,31.27307016
23657,1996,<5,853.2731585
23658,1996,>70,2112.94353
23659,1996,50-69,2310.143488
23660,1996,43965,27.12317699
23661,1997,<5,748.8242947
23662,1997,>70,1995.29718
23663,1997,50-69,2096.525729
23664,1997,43965,23.8709051
23665,1998,<5,631.6688251
23666,1998,>70,1897.404464
23667,1998,50-69,1887.593218
23668,1998,43965,21.09211201
23669,1999,<5,511.7239386
23670,1999,>70,1799.836715
23671,1999,50-69,1715.432476
23672,1999,43965,18.58428174
23673,2000,<5,383.0588384
23674,2000,>70,1574.611246
23675,2000,50-69,1419.00506
23676,2000,43965,14.24786827
23677,2001,<5,288.7085448
23678,2001,>70,1406.193556
23679,2001,50-69,1192.968055
23680,2001,43965,11.13791463
23681,2002,<5,210.9439577
23682,2002,>70,1260.775017
23683,2002,50-69,1011.688558
23684,2002,43965,8.814332991
23685,2003,<5,145.8604336
23686,2003,>70,1160.469321
23687,2003,50-69,866.8896458
23688,2003,43965,7.062604856
23689,2004,<5,97.30825283
23690,2004,>70,1022.398859
23691,2004,50-69,736.3828004
23692,2004,43965,5.588283557
23693,2005,<5,64.11517992
23694,2005,>70,922.6355713
23695,2005,50-69,643.8317589
23696,2005,43965,4.495685259
23697,2006,<5,43.24537034
23698,2006,>70,821.329631
23699,2006,50-69,554.34185
23700,2006,43965,3.533295569
23701,2007,<5,29.85196012
23702,2007,>70,706.9863213
23703,2007,50-69,466.6888754
23704,2007,43965,2.712852619
23705,2008,<5,20.5750309
23706,2008,>70,615.9499513
23707,2008,50-69,399.1513139
23708,2008,43965,2.082001847
23709,2009,<5,15.28725491
23710,2009,>70,565.0593354
23711,2009,50-69,361.2314935
23712,2009,43965,1.694296872
23713,2010,<5,11.77672885
23714,2010,>70,503.3163347
23715,2010,50-69,316.1933867
23716,2010,43965,1.412130323
23717,2011,<5,8.502403824
23718,2011,>70,458.57533
23719,2011,50-69,280.8605914
23720,2011,43965,1.131573734
23721,2012,<5,6.504299223
23722,2012,>70,393.0924093
23723,2012,50-69,234.9127292
23724,2012,43965,0.937146944
23725,2013,<5,5.337911508
23726,2013,>70,348.6623921
23727,2013,50-69,206.3506699
23728,2013,43965,0.815861173
23729,2014,<5,4.39630324
23730,2014,>70,309.4033649
23731,2014,50-69,181.7413556
23732,2014,43965,0.71267854
23733,2015,<5,3.366220792
23734,2015,>70,257.5543491
23735,2015,50-69,151.7165137
23736,2015,43965,0.568812659
23737,2016,<5,2.682151683
23738,2016,>70,223.8964189
23739,2016,50-69,131.8574949
23740,2016,43965,0.471402615
23741,2017,<5,2.021668796
23742,2017,>70,201.0773074
23743,2017,50-69,118.3151172
23744,2017,43965,0.379086843
23745,1990,<5,26.98668592
23746,1990,>70,21.83163668
23747,1990,50-69,21.92795885
23748,1990,43965,0.81075041
23749,1991,<5,24.8220972
23750,1991,>70,20.94716714
23751,1991,50-69,21.54043012
23752,1991,43965,0.734839948
23753,1992,<5,23.03030564
23754,1992,>70,20.58912143
23755,1992,50-69,21.37574374
23756,1992,43965,0.715437948
23757,1993,<5,21.00298364
23758,1993,>70,21.05100711
23759,1993,50-69,22.50467966
23760,1993,43965,0.723970869
23761,1994,<5,19.81316008
23762,1994,>70,21.07981899
23763,1994,50-69,22.70683002
23764,1994,43965,0.76586368
23765,1995,<5,18.33694575
23766,1995,>70,21.04880407
23767,1995,50-69,22.27027236
23768,1995,43965,0.766995056
23769,1996,<5,16.97856995
23770,1996,>70,20.12930148
23771,1996,50-69,21.00298219
23772,1996,43965,0.733456709
23773,1997,<5,15.93050306
23774,1997,>70,19.05482002
23775,1997,50-69,19.32921684
23776,1997,43965,0.751631224
23777,1998,<5,14.67245302
23778,1998,>70,18.34289204
23779,1998,50-69,17.73651867
23780,1998,43965,0.721563913
23781,1999,<5,12.81337626
23782,1999,>70,17.61261101
23783,1999,50-69,16.00495177
23784,1999,43965,0.609658288
23785,2000,<5,10.93298143
23786,2000,>70,16.6181645
23787,2000,50-69,14.47611635
23788,2000,43965,0.48543927
23789,2001,<5,10.58125202
23790,2001,>70,17.22982105
23791,2001,50-69,14.5857598
23792,2001,43965,0.445036407
23793,2002,<5,9.696369936
23794,2002,>70,18.23813114
23795,2002,50-69,15.19114484
23796,2002,43965,0.391278746
23797,2003,<5,8.988347499
23798,2003,>70,19.25652345
23799,2003,50-69,16.03420521
23800,2003,43965,0.355932208
23801,2004,<5,8.086368396
23802,2004,>70,20.22629673
23803,2004,50-69,16.78433095
23804,2004,43965,0.333098013
23805,2005,<5,7.253152848
23806,2005,>70,21.38939754
23807,2005,50-69,17.60888228
23808,2005,43965,0.304767369
23809,2006,<5,6.396774133
23810,2006,>70,19.76689533
23811,2006,50-69,16.16911193
23812,2006,43965,0.2709937
23813,2007,<5,5.673365198
23814,2007,>70,17.83517966
23815,2007,50-69,14.52974578
23816,2007,43965,0.243941564
23817,2008,<5,4.999194694
23818,2008,>70,15.57073163
23819,2008,50-69,12.54616111
23820,2008,43965,0.2173792
23821,2009,<5,4.266394319
23822,2009,>70,13.31972749
23823,2009,50-69,10.57410792
23824,2009,43965,0.184473993
23825,2010,<5,3.50789386
23826,2010,>70,11.78323684
23827,2010,50-69,9.416071273
23828,2010,43965,0.155036413
23829,2011,<5,2.898181225
23830,2011,>70,10.4602746
23831,2011,50-69,8.571817279
23832,2011,43965,0.137208001
23833,2012,<5,2.441467321
23834,2012,>70,9.948881135
23835,2012,50-69,8.48310136
23836,2012,43965,0.119495177
23837,2013,<5,1.995666825
23838,2013,>70,8.644202725
23839,2013,50-69,7.787419114
23840,2013,43965,0.10324887
23841,2014,<5,1.57900716
23842,2014,>70,7.884907483
23843,2014,50-69,7.593395309
23844,2014,43965,0.086276994
23845,2015,<5,1.247164872
23846,2015,>70,6.502675665
23847,2015,50-69,6.656682599
23848,2015,43965,0.076145074
23849,2016,<5,1.073242762
23850,2016,>70,6.280812539
23851,2016,50-69,6.778242555
23852,2016,43965,0.071458838
23853,2017,<5,0.951420788
23854,2017,>70,5.945151519
23855,2017,50-69,6.771952872
23856,2017,43965,0.068834062
23857,1990,<5,6682.790211
23858,1990,>70,2977.406084
23859,1990,50-69,2199.762269
23860,1990,43965,172.7508487
23861,1991,<5,6571.933395
23862,1991,>70,3088.950066
23863,1991,50-69,2323.475181
23864,1991,43965,189.4010001
23865,1992,<5,6508.471679
23866,1992,>70,3192.135947
23867,1992,50-69,2424.615079
23868,1992,43965,198.3353198
23869,1993,<5,6427.421308
23870,1993,>70,3304.392836
23871,1993,50-69,2563.175293
23872,1993,43965,210.928194
23873,1994,<5,6296.149779
23874,1994,>70,3411.335418
23875,1994,50-69,2709.944045
23876,1994,43965,222.3394551
23877,1995,<5,6218.537809
23878,1995,>70,3503.215901
23879,1995,50-69,2853.606677
23880,1995,43965,232.3720496
23881,1996,<5,6135.989585
23882,1996,>70,3554.855819
23883,1996,50-69,2965.513806
23884,1996,43965,242.4452216
23885,1997,<5,6076.374401
23886,1997,>70,3570.059439
23887,1997,50-69,3029.504765
23888,1997,43965,247.1210264
23889,1998,<5,6008.278282
23890,1998,>70,3600.630882
23891,1998,50-69,3114.513587
23892,1998,43965,255.5882869
23893,1999,<5,5916.425854
23894,1999,>70,3593.259303
23895,1999,50-69,3143.474239
23896,1999,43965,256.2790029
23897,2000,<5,5847.711202
23898,2000,>70,3607.316034
23899,2000,50-69,3169.224196
23900,2000,43965,264.0793223
23901,2001,<5,6073.142056
23902,2001,>70,3570.04318
23903,2001,50-69,3190.595511
23904,2001,43965,284.5104346
23905,2002,<5,6025.735066
23906,2002,>70,3536.566421
23907,2002,50-69,3187.262138
23908,2002,43965,285.7256824
23909,2003,<5,5785.771992
23910,2003,>70,3517.640625
23911,2003,50-69,3145.062047
23912,2003,43965,279.0204415
23913,2004,<5,5600.513053
23914,2004,>70,3475.63228
23915,2004,50-69,3061.077909
23916,2004,43965,279.1246467
23917,2005,<5,5226.149566
23918,2005,>70,3463.651244
23919,2005,50-69,2975.534641
23920,2005,43965,265.6784937
23921,2006,<5,4939.271881
23922,2006,>70,3445.509514
23923,2006,50-69,2894.59228
23924,2006,43965,260.1549128
23925,2007,<5,4632.828417
23926,2007,>70,3404.674896
23927,2007,50-69,2784.201708
23928,2007,43965,254.4946123
23929,2008,<5,4363.760911
23930,2008,>70,3351.173366
23931,2008,50-69,2680.731686
23932,2008,43965,244.6012652
23933,2009,<5,4143.114092
23934,2009,>70,3319.437027
23935,2009,50-69,2613.717923
23936,2009,43965,239.0460156
23937,2010,<5,4004.160261
23938,2010,>70,3302.404463
23939,2010,50-69,2528.874378
23940,2010,43965,237.9962703
23941,2011,<5,3891.713784
23942,2011,>70,3285.743809
23943,2011,50-69,2491.950621
23944,2011,43965,239.9851354
23945,2012,<5,3790.016106
23946,2012,>70,3282.42041
23947,2012,50-69,2482.192758
23948,2012,43965,243.0752165
23949,2013,<5,3742.898381
23950,2013,>70,3352.281007
23951,2013,50-69,2529.490661
23952,2013,43965,254.881938
23953,2014,<5,3541.754306
23954,2014,>70,3415.656388
23955,2014,50-69,2568.718074
23956,2014,43965,253.6804352
23957,2015,<5,3175.768071
23958,2015,>70,3424.760768
23959,2015,50-69,2522.980573
23960,2015,43965,237.540679
23961,2016,<5,2873.289941
23962,2016,>70,3434.521661
23963,2016,50-69,2524.588139
23964,2016,43965,225.8810088
23965,2017,<5,2665.606334
23966,2017,>70,3520.149857
23967,2017,50-69,2581.242006
23968,2017,43965,222.9503488
23969,1990,<5,55.03776834
23970,1990,>70,5516.052945
23971,1990,50-69,3051.828912
23972,1990,43965,4.378665224
23973,1991,<5,44.24196274
23974,1991,>70,5401.558929
23975,1991,50-69,3133.844554
23976,1991,43965,4.152751006
23977,1992,<5,36.68740829
23978,1992,>70,5377.209794
23979,1992,50-69,3266.780811
23980,1992,43965,3.83651494
23981,1993,<5,33.07795669
23982,1993,>70,5478.690696
23983,1993,50-69,3375.607434
23984,1993,43965,3.711166908
23985,1994,<5,30.40058666
23986,1994,>70,5529.276227
23987,1994,50-69,3469.204835
23988,1994,43965,3.746338047
23989,1995,<5,26.97043689
23990,1995,>70,5817.042337
23991,1995,50-69,3727.443296
23992,1995,43965,3.723200043
23993,1996,<5,23.08870923
23994,1996,>70,5505.589889
23995,1996,50-69,3466.576405
23996,1996,43965,3.398224516
23997,1997,<5,20.37486136
23998,1997,>70,5154.931682
23999,1997,50-69,3150.344498
24000,1997,43965,3.136669788
24001,1998,<5,17.82687101
24002,1998,>70,4928.114094
24003,1998,50-69,2822.353206
24004,1998,43965,2.861136094
24005,1999,<5,15.94537751
24006,1999,>70,5136.833388
24007,1999,50-69,2863.140637
24008,1999,43965,2.704395728
24009,2000,<5,13.89732851
24010,2000,>70,5229.701911
24011,2000,50-69,2848.941779
24012,2000,43965,2.481248061
24013,2001,<5,12.51406144
24014,2001,>70,5088.341962
24015,2001,50-69,2743.168553
24016,2001,43965,2.340820882
24017,2002,<5,10.60013164
24018,2002,>70,5034.739038
24019,2002,50-69,2746.28755
24020,2002,43965,2.004555594
24021,2003,<5,9.450367264
24022,2003,>70,4858.297533
24023,2003,50-69,2695.886179
24024,2003,43965,1.726766131
24025,2004,<5,8.669346576
24026,2004,>70,4668.542599
24027,2004,50-69,2714.196372
24028,2004,43965,1.429947323
24029,2005,<5,7.607513354
24030,2005,>70,4564.877194
24031,2005,50-69,2662.643495
24032,2005,43965,1.14908105
24033,2006,<5,6.9905155
24034,2006,>70,4061.592908
24035,2006,50-69,2256.543548
24036,2006,43965,0.918348633
24037,2007,<5,6.958104237
24038,2007,>70,3914.531479
24039,2007,50-69,2067.490429
24040,2007,43965,0.796755921
24041,2008,<5,6.213340998
24042,2008,>70,3790.785286
24043,2008,50-69,1857.521919
24044,2008,43965,0.678057682
24045,2009,<5,5.326347162
24046,2009,>70,3504.421468
24047,2009,50-69,1520.529397
24048,2009,43965,0.582730791
24049,2010,<5,4.82444214
24050,2010,>70,3408.907131
24051,2010,50-69,1357.971197
24052,2010,43965,0.523182957
24053,2011,<5,4.380464561
24054,2011,>70,3148.133404
24055,2011,50-69,1212.84619
24056,2011,43965,0.480073364
24057,2012,<5,4.071984112
24058,2012,>70,3089.233329
24059,2012,50-69,1206.379731
24060,2012,43965,0.450641171
24061,2013,<5,3.809250457
24062,2013,>70,2944.310186
24063,2013,50-69,1184.816902
24064,2013,43965,0.427396486
24065,2014,<5,3.775884197
24066,2014,>70,2747.028496
24067,2014,50-69,1135.303659
24068,2014,43965,0.541681357
24069,2015,<5,4.211365213
24070,2015,>70,2789.378166
24071,2015,50-69,1315.412272
24072,2015,43965,0.738627225
24073,2016,<5,3.805023544
24074,2016,>70,2609.688294
24075,2016,50-69,1262.294496
24076,2016,43965,0.739441532
24077,2017,<5,3.20195474
24078,2017,>70,2454.884892
24079,2017,50-69,1179.80044
24080,2017,43965,0.672001799
24081,1990,<5,0.587838633
24082,1990,>70,4.147447785
24083,1990,50-69,6.467410842
24084,1990,43965,0.130146861
24085,1991,<5,0.447731607
24086,1991,>70,3.686855816
24087,1991,50-69,5.826070918
24088,1991,43965,0.11061287
24089,1992,<5,0.343178098
24090,1992,>70,3.339729615
24091,1992,50-69,5.307736731
24092,1992,43965,0.093502242
24093,1993,<5,0.275993277
24094,1993,>70,3.170983003
24095,1993,50-69,5.072209252
24096,1993,43965,0.083265513
24097,1994,<5,0.223295279
24098,1994,>70,3.072816113
24099,1994,50-69,4.910954655
24100,1994,43965,0.073904075
24101,1995,<5,0.180752773
24102,1995,>70,3.009832275
24103,1995,50-69,4.792647111
24104,1995,43965,0.065204665
24105,1996,<5,0.1455416
24106,1996,>70,2.8560358
24107,1996,50-69,4.549868658
24108,1996,43965,0.058046502
24109,1997,<5,0.12810526
24110,1997,>70,2.78108721
24111,1997,50-69,4.416809363
24112,1997,43965,0.05566912
24113,1998,<5,0.119668092
24114,1998,>70,2.909420716
24115,1998,50-69,4.292953359
24116,1998,43965,0.051221302
24117,1999,<5,0.117147415
24118,1999,>70,3.033254962
24119,1999,50-69,4.328821917
24120,1999,43965,0.047256971
24121,2000,<5,0.109644128
24122,2000,>70,2.923916164
24123,2000,50-69,4.152456355
24124,2000,43965,0.042992401
24125,2001,<5,0.099982156
24126,2001,>70,2.679068823
24127,2001,50-69,3.81459303
24128,2001,43965,0.038459424
24129,2002,<5,0.092321351
24130,2002,>70,2.340248067
24131,2002,50-69,3.462586107
24132,2002,43965,0.03368672
24133,2003,<5,0.085862309
24134,2003,>70,2.234614572
24135,2003,50-69,3.264896959
24136,2003,43965,0.029426028
24137,2004,<5,0.079688274
24138,2004,>70,2.086575093
24139,2004,50-69,3.05331895
24140,2004,43965,0.025236895
24141,2005,<5,0.072531445
24142,2005,>70,1.854711594
24143,2005,50-69,2.849280782
24144,2005,43965,0.021635524
24145,2006,<5,0.065339981
24146,2006,>70,1.69574745
24147,2006,50-69,2.803332738
24148,2006,43965,0.020048873
24149,2007,<5,0.059420448
24150,2007,>70,1.549642316
24151,2007,50-69,2.602238645
24152,2007,43965,0.018656783
24153,2008,<5,0.062679154
24154,2008,>70,1.414037141
24155,2008,50-69,2.472706136
24156,2008,43965,0.017977013
24157,2009,<5,0.071786146
24158,2009,>70,1.313006227
24159,2009,50-69,2.341968417
24160,2009,43965,0.01700612
24161,2010,<5,0.073718099
24162,2010,>70,1.267027117
24163,2010,50-69,2.465665792
24164,2010,43965,0.015963696
24165,2011,<5,0.065629272
24166,2011,>70,1.173543528
24167,2011,50-69,2.563267926
24168,2011,43965,0.014744522
24169,2012,<5,0.054687452
24170,2012,>70,1.085126543
24171,2012,50-69,2.654056612
24172,2012,43965,0.012771663
24173,2013,<5,0.045739199
24174,2013,>70,1.029067535
24175,2013,50-69,2.791436575
24176,2013,43965,0.011412708
24177,2014,<5,0.040089953
24178,2014,>70,1.058252782
24179,2014,50-69,3.176073915
24180,2014,43965,0.01109802
24181,2015,<5,0.030763217
24182,2015,>70,0.947349406
24183,2015,50-69,3.116523346
24184,2015,43965,0.009666721
24185,2016,<5,0.025748658
24186,2016,>70,0.937549776
24187,2016,50-69,3.379905049
24188,2016,43965,0.009047189
24189,2017,<5,0.020679441
24190,2017,>70,0.896705299
24191,2017,50-69,3.536013406
24192,2017,43965,0.008189908
24193,1990,<5,4.121711692
24194,1990,>70,2518.781238
24195,1990,50-69,1000.711449
24196,1990,43965,0.529916251
24197,1991,<5,3.278818059
24198,1991,>70,2279.335878
24199,1991,50-69,857.8372206
24200,1991,43965,0.474305899
24201,1992,<5,2.477412845
24202,1992,>70,2055.358478
24203,1992,50-69,729.936453
24204,1992,43965,0.408227622
24205,1993,<5,2.181436623
24206,1993,>70,1913.088276
24207,1993,50-69,647.0671964
24208,1993,43965,0.408676974
24209,1994,<5,1.869131199
24210,1994,>70,1675.659207
24211,1994,50-69,543.0577431
24212,1994,43965,0.357341537
24213,1995,<5,1.656121301
24214,1995,>70,1543.481243
24215,1995,50-69,478.9714982
24216,1995,43965,0.327328503
24217,1996,<5,1.533342332
24218,1996,>70,1414.274453
24219,1996,50-69,422.0942853
24220,1996,43965,0.304906667
24221,1997,<5,1.330636304
24222,1997,>70,1279.99021
24223,1997,50-69,368.8756677
24224,1997,43965,0.277522475
24225,1998,<5,1.176964248
24226,1998,>70,1167.107733
24227,1998,50-69,327.6055709
24228,1998,43965,0.247902738
24229,1999,<5,1.044644304
24230,1999,>70,1059.575755
24231,1999,50-69,289.6763146
24232,1999,43965,0.211783327
24233,2000,<5,0.877311993
24234,2000,>70,933.6160635
24235,2000,50-69,248.9768508
24236,2000,43965,0.173085591
24237,2001,<5,0.719179777
24238,2001,>70,835.2702444
24239,2001,50-69,217.7735273
24240,2001,43965,0.138317898
24241,2002,<5,0.625364477
24242,2002,>70,771.8191852
24243,2002,50-69,198.2436858
24244,2002,43965,0.120178262
24245,2003,<5,0.598447801
24246,2003,>70,699.0046255
24247,2003,50-69,177.2833337
24248,2003,43965,0.103997509
24249,2004,<5,0.510596238
24250,2004,>70,609.0565473
24251,2004,50-69,154.0014383
24252,2004,43965,0.085988591
24253,2005,<5,0.475141196
24254,2005,>70,547.6518317
24255,2005,50-69,137.5512804
24256,2005,43965,0.077170804
24257,2006,<5,0.440696131
24258,2006,>70,499.0472601
24259,2006,50-69,126.5562297
24260,2006,43965,0.07227317
24261,2007,<5,0.401925296
24262,2007,>70,453.8908
24263,2007,50-69,113.6553829
24264,2007,43965,0.065304065
24265,2008,<5,0.367696698
24266,2008,>70,422.3577304
24267,2008,50-69,104.749065
24268,2008,43965,0.059315444
24269,2009,<5,0.326675018
24270,2009,>70,381.7509782
24271,2009,50-69,94.51343777
24272,2009,43965,0.053983169
24273,2010,<5,0.284504199
24274,2010,>70,353.9432794
24275,2010,50-69,87.50938848
24276,2010,43965,0.04681725
24277,2011,<5,0.264685034
24278,2011,>70,323.7935941
24279,2011,50-69,78.89910987
24280,2011,43965,0.041647513
24281,2012,<5,0.233700591
24282,2012,>70,316.5004065
24283,2012,50-69,75.31795194
24284,2012,43965,0.039429195
24285,2013,<5,0.20386682
24286,2013,>70,305.7894119
24287,2013,50-69,72.8553021
24288,2013,43965,0.036506385
24289,2014,<5,0.196085933
24290,2014,>70,292.2376225
24291,2014,50-69,69.72022508
24292,2014,43965,0.035108697
24293,2015,<5,0.18947865
